transcript,moduleColor,cluster_id
AT3G23090.4,green,4A
AT3G23110.1,green,4A
AT3G23300.1,green,4A
AT3G23810.1,green,4A
AT3G23910.1,green,4A
AT3G24050.1,green,4A
AT3G24420.1,green,4A
AT3G25130.1,green,4A
AT3G26080.1,green,4A
AT3G26085.3,green,4A
AT3G26320.1,green,4A
AT3G26590.1,green,4A
AT3G26650.1,green,4A
AT3G27340.3,green,4A
AT3G27570.1,green,4A
AT3G28970.1,green,4A
AT3G29375.3,green,4A
AT3G44110.1,green,4A
AT3G44630.4,green,4A
AT3G44720.1,green,4A
AT3G44990.1,green,4A
AT3G45140.1,green,4A
AT3G45290.1,green,4A
AT3G46540.1,green,4A
AT3G47430.1,green,4A
AT3G47960.1,green,4A
AT3G48120.1,green,4A
AT3G48200.1,green,4A
AT3G48350.1,green,4A
AT3G48360.1,green,4A
AT3G48440.1,green,4A
AT3G48690.1,green,4A
AT3G48830.1,green,4A
AT3G49000.1,green,4A
AT3G50650.1,green,4A
AT3G50910.1,green,4A
AT3G51470.1,green,4A
AT3G52050.2,green,4A
AT3G52470.1,green,4A
AT3G53130.1,green,4A
AT3G53880.1,green,4A
AT3G53920.1,green,4A
AT3G54390.1,green,4A
AT3G54950.1,green,4A
AT3G55330.1,green,4A
AT3G55440.1,green,4A
AT3G55630.1,green,4A
AT3G55630.5,green,4A
AT3G55640.4,green,4A
AT3G55710.1,green,4A
AT3G55740.3,green,4A
AT3G56270.1,green,4A
AT3G56480.1,green,4A
AT3G57050.1,green,4A
AT3G57390.1,green,4A
AT3G57640.1,green,4A
AT3G57770.1,green,4A
AT3G57910.1,green,4A
AT3G58070.1,green,4A
AT3G58560.1,green,4A
AT3G58830.1,green,4A
AT3G61320.1,green,4A
AT3G61370.1,green,4A
AT3G61920.1,green,4A
AT3G63340.7,green,4A
AT3G63445.1,green,4A
AT4G00150.1,green,4A
AT4G00370.1,green,4A
AT4G00490.1,green,4A
AT4G00570.1,green,4A
AT4G00883.1,green,4A
AT4G00900.1,green,4A
AT4G01480.1,green,4A
AT4G01660.1,green,4A
AT4G01915.2,green,4A
AT4G02010.1,green,4A
AT4G02405.2,green,4A
AT4G02530.2,green,4A
AT4G02710.1,green,4A
AT4G03330.1,green,4A
AT4G04750.1,green,4A
AT4G04870.1,green,4A
AT4G04880.1,green,4A
AT4G05090.1,green,4A
AT4G05450.1,green,4A
AT4G06665.1,green,4A
AT4G08510.1,green,4A
AT4G08980.1,green,4A
AT4G09620.2,green,4A
AT4G09640.1,green,4A
AT4G09970.1,green,4A
AT4G10120.2,green,4A
AT4G10120.3,green,4A
AT4G11410.1,green,4A
AT4G11550.1,green,4A
AT4G11960.1,green,4A
AT4G12130.1,green,4A
AT4G12310.1,green,4A
AT4G12830.1,green,4A
AT4G12910.1,green,4A
AT4G13410.1,green,4A
AT4G13540.1,green,4A
AT4G13550.2,green,4A
AT4G13670.1,green,4A
AT4G13710.1,green,4A
AT4G14385.1,green,4A
AT4G14410.1,green,4A
AT4G15440.1,green,4A
AT4G15820.1,green,4A
AT4G16340.2,green,4A
AT4G16360.1,green,4A
AT4G16370.1,green,4A
AT4G16380.3,green,4A
AT4G16610.1,green,4A
AT4G17030.1,green,4A
AT4G17090.1,green,4A
AT4G17160.1,green,4A
AT4G17740.1,green,4A
AT4G17760.1,green,4A
AT4G17770.1,green,4A
AT4G18370.1,green,4A
AT4G19070.1,green,4A
AT4G21190.1,green,4A
AT4G21550.1,green,4A
AT4G21670.1,green,4A
AT4G21910.2,green,4A
AT4G21910.3,green,4A
AT4G21910.4,green,4A
AT4G22260.1,green,4A
AT4G22285.1,green,4A
AT4G22930.1,green,4A
AT4G23250.2,green,4A
AT4G23600.1,green,4A
AT4G23950.1,green,4A
AT4G24620.1,green,4A
AT4G24930.1,green,4A
AT4G24960.1,green,4A
AT4G25130.1,green,4A
AT4G25640.1,green,4A
AT4G25700.1,green,4A
AT4G25910.1,green,4A
AT4G26150.1,green,4A
AT4G27560.1,green,4A
AT4G27570.1,green,4A
AT4G28030.1,green,4A
AT4G28100.1,green,4A
AT4G28730.1,green,4A
AT4G28740.1,green,4A
AT4G29080.1,green,4A
AT4G29130.1,green,4A
AT4G29150.1,green,4A
AT4G29220.1,green,4A
AT4G32060.2,green,4A
AT4G32551.1,green,4A
AT4G33010.1,green,4A
AT4G33010.2,green,4A
AT4G33140.1,green,4A
AT4G33440.1,green,4A
AT4G33470.1,green,4A
AT4G33500.1,green,4A
AT4G33950.1,green,4A
AT4G34135.1,green,4A
AT4G34430.3,green,4A
AT4G34590.1,green,4A
AT4G34830.1,green,4A
AT4G35140.2,green,4A
AT4G35160.1,green,4A
AT4G35500.1,green,4A
AT4G35550.1,green,4A
AT4G35760.1,green,4A
AT4G35880.1,green,4A
AT4G35890.1,green,4A
AT4G36250.1,green,4A
AT4G36470.1,green,4A
AT4G36648.1,green,4A
AT4G36910.1,green,4A
AT4G36940.1,green,4A
AT4G37270.1,green,4A
AT4G37310.1,green,4A
AT4G37320.1,green,4A
AT4G37553.1,green,4A
AT4G37925.1,green,4A
AT4G39070.1,green,4A
AT4G39190.1,green,4A
AT4G39210.1,green,4A
AT4G39730.1,green,4A
AT4G39838.1,green,4A
AT4G40030.1,green,4A
AT5G00880.1,green,4A
AT5G01260.2,green,4A
AT5G01410.1,green,4A
AT5G01850.1,green,4A
AT5G02230.2,green,4A
AT5G02940.1,green,4A
AT5G02970.1,green,4A
AT5G03300.1,green,4A
AT5G03430.1,green,4A
AT5G03905.1,green,4A
AT5G04140.1,green,4A
AT5G04410.1,green,4A
AT5G04440.1,green,4A
AT5G04830.2,green,4A
AT5G05365.1,green,4A
AT5G05580.1,green,4A
AT5G06060.1,green,4A
AT5G06610.1,green,4A
AT5G06790.1,green,4A
AT5G07320.1,green,4A
AT5G07370.4,green,4A
AT5G07670.1,green,4A
AT5G08370.1,green,4A
AT5G09800.1,green,4A
AT5G09820.1,green,4A
AT5G10070.2,green,4A
AT5G10290.1,green,4A
AT5G10460.1,green,4A
AT5G10470.2,green,4A
AT5G10490.1,green,4A
AT5G11260.1,green,4A
AT5G11790.1,green,4A
AT5G11950.1,green,4A
AT5G12900.1,green,4A
AT5G13650.1,green,4A
AT5G13750.1,green,4A
AT5G13960.1,green,4A
AT5G14370.1,green,4A
AT5G14590.1,green,4A
AT5G16040.1,green,4A
AT5G16715.1,green,4A
AT5G16990.1,green,4A
AT5G17010.3,green,4A
AT5G17170.1,green,4A
AT5G17400.1,green,4A
AT5G17700.1,green,4A
AT5G17990.1,green,4A
AT5G18200.1,green,4A
AT5G18430.1,green,4A
AT5G19025.1,green,4A
AT5G19150.1,green,4A
AT5G19380.1,green,4A
AT5G20225.2,green,4A
AT5G20280.1,green,4A
AT5G20590.1,green,4A
AT5G20700.1,green,4A
AT5G20940.1,green,4A
AT5G21430.1,green,4A
AT5G22020.1,green,4A
AT5G23050.1,green,4A
AT5G23580.1,green,4A
AT5G23920.1,green,4A
AT5G24155.2,green,4A
AT5G24155.3,green,4A
AT5G24165.2,green,4A
AT5G24390.1,green,4A
AT5G24810.1,green,4A
AT5G27030.1,green,4A
AT5G27150.1,green,4A
AT5G28840.1,green,4A
AT5G35700.1,green,4A
AT5G36160.1,green,4A
AT5G36790.2,green,4A
AT5G37260.1,green,4A
AT5G37310.1,green,4A
AT5G38420.1,green,4A
AT5G38530.1,green,4A
AT5G40400.1,green,4A
AT5G40540.1,green,4A
AT5G41050.1,green,4A
AT5G41180.1,green,4A
AT5G41210.1,green,4A
AT5G41460.1,green,4A
AT5G42780.1,green,4A
AT5G43330.1,green,4A
AT5G43750.1,green,4A
AT5G43810.1,green,4A
AT5G46800.1,green,4A
AT5G47730.1,green,4A
AT5G48545.2,green,4A
AT5G48730.1,green,4A
AT5G48830.1,green,4A
AT5G49330.1,green,4A
AT5G49970.1,green,4A
AT5G50110.1,green,4A
AT5G50240.1,green,4A
AT5G50240.2,green,4A
AT5G50400.1,green,4A
AT5G51040.1,green,4A
AT5G51050.1,green,4A
AT5G51130.1,green,4A
AT5G51770.1,green,4A
AT5G51820.1,green,4A
AT5G52190.1,green,4A
AT5G52450.1,green,4A
AT5G53280.1,green,4A
AT5G53370.1,green,4A
AT5G53730.1,green,4A
AT5G53880.1,green,4A
AT5G54290.1,green,4A
AT5G54390.1,green,4A
AT5G54660.1,green,4A
AT5G54930.1,green,4A
AT5G55050.1,green,4A
AT5G55210.1,green,4A
AT5G56010.1,green,4A
AT5G56030.1,green,4A
AT5G56860.1,green,4A
AT5G57015.1,green,4A
AT5G57100.1,green,4A
AT5G58260.1,green,4A
AT5G58310.1,green,4A
AT5G58330.2,green,4A
AT5G58490.1,green,4A
AT5G58770.1,green,4A
AT5G59670.2,green,4A
AT5G59800.1,green,4A
AT5G61410.1,green,4A
AT5G61820.1,green,4A
AT5G62070.1,green,4A
AT5G62140.1,green,4A
AT5G62210.1,green,4A
AT5G62530.1,green,4A
AT5G62810.1,green,4A
AT5G62840.1,green,4A
AT5G63420.1,green,4A
AT5G63890.2,green,4A
AT5G63940.1,green,4A
AT5G64300.1,green,4A
AT5G64550.1,green,4A
AT5G64660.1,green,4A
AT5G65000.1,green,4A
AT5G65205.1,green,4A
AT5G65870.1,green,4A
AT5G66060.1,green,4A
AT5G66760.1,green,4A
AT5G66820.1,green,4A
AT5G66920.1,green,4A
AT5G67470.1,green,4A
AT1G01470.1,pink,5A
AT1G04980.1,pink,5A
AT1G04990.1,pink,5A
AT1G05562.1,pink,5A
AT1G07050.1,pink,5A
AT1G07440.1,pink,5A
AT1G07440.2,pink,5A
AT1G08500.1,pink,5A
AT1G08530.1,pink,5A
AT1G09795.1,pink,5A
AT1G09850.1,pink,5A
AT1G13090.2,pink,5A
AT1G13170.1,pink,5A
AT1G13460.2,pink,5A
AT1G14150.1,pink,5A
AT1G14360.1,pink,5A
AT1G15690.1,pink,5A
AT1G16310.1,pink,5A
AT1G17530.1,pink,5A
AT1G17665.1,pink,5A
AT1G17750.1,pink,5A
AT1G19130.1,pink,5A
AT1G21310.1,pink,5A
AT1G21313.1,pink,5A
AT1G21600.1,pink,5A
AT1G21750.1,pink,5A
AT1G22380.1,pink,5A
AT1G25375.1,pink,5A
AT1G26270.1,pink,5A
AT1G26665.1,pink,5A
AT1G27170.1,pink,5A
AT1G27350.1,pink,5A
AT1G27480.1,pink,5A
AT1G27630.2,pink,5A
AT1G28050.1,pink,5A
AT1G28580.1,pink,5A
AT1G30280.1,pink,5A
AT1G31550.1,pink,5A
AT1G31830.2,pink,5A
AT1G31850.4,pink,5A
AT1G32415.1,pink,5A
AT1G33490.1,pink,5A
AT1G34570.1,pink,5A
AT1G35720.1,pink,5A
AT1G44170.2,pink,5A
AT1G44920.1,pink,5A
AT1G47970.1,pink,5A
AT1G48200.1,pink,5A
AT1G48210.1,pink,5A
AT1G48370.1,pink,5A
AT1G48870.1,pink,5A
AT1G49230.1,pink,5A
AT1G52245.1,pink,5A
AT1G52600.1,pink,5A
AT1G52770.1,pink,5A
AT1G53070.1,pink,5A
AT1G53230.1,pink,5A
AT1G53233.1,pink,5A
AT1G53450.2,pink,5A
AT1G54520.1,pink,5A
AT1G54570.1,pink,5A
AT1G55500.3,pink,5A
AT1G55675.1,pink,5A
AT1G55680.1,pink,5A
AT1G55840.1,pink,5A
AT1G56460.1,pink,5A
AT1G56710.1,pink,5A
AT1G62570.1,pink,5A
AT1G64280.1,pink,5A
AT1G65430.1,pink,5A
AT1G65800.1,pink,5A
AT1G65980.1,pink,5A
AT1G66590.1,pink,5A
AT1G66820.1,pink,5A
AT1G66830.1,pink,5A
AT1G67810.1,pink,5A
AT1G67830.1,pink,5A
AT1G70140.1,pink,5A
AT1G70790.3,pink,5A
AT1G71050.1,pink,5A
AT1G72330.1,pink,5A
AT1G73655.1,pink,5A
AT1G73805.1,pink,5A
AT1G74020.1,pink,5A
AT1G74520.1,pink,5A
AT1G74920.1,pink,5A
AT1G74950.1,pink,5A
AT1G76350.1,pink,5A
AT1G76955.1,pink,5A
AT1G76970.1,pink,5A
AT1G77610.1,pink,5A
AT1G77920.1,pink,5A
AT1G78800.1,pink,5A
AT1G78970.1,pink,5A
AT1G78995.1,pink,5A
AT1G79440.1,pink,5A
AT1G80480.1,pink,5A
AT2G01440.1,pink,5A
AT2G01750.1,pink,5A
AT2G02810.1,pink,5A
AT2G03390.1,pink,5A
AT2G03410.1,pink,5A
AT2G04700.1,pink,5A
AT2G05630.1,pink,5A
AT2G05840.1,pink,5A
AT2G14560.1,pink,5A
AT2G16510.1,pink,5A
AT2G16600.1,pink,5A
AT2G17730.1,pink,5A
AT2G17840.1,pink,5A
AT2G19310.1,pink,5A
AT2G19450.1,pink,5A
AT2G20780.1,pink,5A
AT2G21130.1,pink,5A
AT2G21530.1,pink,5A
AT2G22450.1,pink,5A
AT2G22480.1,pink,5A
AT2G22500.1,pink,5A
AT2G24170.1,pink,5A
AT2G24180.1,pink,5A
AT2G24390.1,pink,5A
AT2G25110.1,pink,5A
AT2G25730.3,pink,5A
AT2G25950.1,pink,5A
AT2G27920.1,pink,5A
AT2G28390.1,pink,5A
AT2G28900.1,pink,5A
AT2G29070.2,pink,5A
AT2G29630.1,pink,5A
AT2G29720.1,pink,5A
AT2G30390.1,pink,5A
AT2G30620.1,pink,5A
AT2G31040.1,pink,5A
AT2G34470.1,pink,5A
AT2G35610.1,pink,5A
AT2G35820.2,pink,5A
AT2G36390.1,pink,5A
AT2G36470.1,pink,5A
AT2G37540.1,pink,5A
AT2G37580.1,pink,5A
AT2G38550.1,pink,5A
AT2G40080.1,pink,5A
AT2G40600.1,pink,5A
AT2G40800.1,pink,5A
AT2G41530.1,pink,5A
AT2G43530.1,pink,5A
AT2G43550.1,pink,5A
AT2G44680.1,pink,5A
AT2G45790.1,pink,5A
AT2G46000.1,pink,5A
AT2G47390.1,pink,5A
AT2G47470.1,pink,5A
AT2G47600.1,pink,5A
AT2G47910.1,pink,5A
AT3G01200.1,pink,5A
AT3G01440.1,pink,5A
AT3G02770.1,pink,5A
AT3G02990.1,pink,5A
AT3G03940.1,pink,5A
AT3G03980.1,pink,5A
AT3G05120.1,pink,5A
AT3G05220.1,pink,5A
AT3G05700.1,pink,5A
AT3G05970.1,pink,5A
AT3G06160.5,pink,5A
AT3G06420.1,pink,5A
AT3G06860.1,pink,5A
AT3G07640.1,pink,5A
AT3G07650.1,pink,5A
AT3G07650.4,pink,5A
AT3G09390.1,pink,5A
AT3G10410.1,pink,5A
AT3G10500.1,pink,5A
AT3G12800.1,pink,5A
AT3G13224.2,pink,5A
AT3G13380.1,pink,5A
AT3G14210.2,pink,5A
AT3G14410.1,pink,5A
AT3G14460.1,pink,5A
AT3G14910.1,pink,5A
AT3G14990.1,pink,5A
AT3G16720.1,pink,5A
AT3G17205.1,pink,5A
AT3G18780.2,pink,5A
AT3G19900.1,pink,5A
AT3G20290.2,pink,5A
AT3G20800.1,pink,5A
AT3G21755.2,pink,5A
AT3G21790.1,pink,5A
AT3G22380.1,pink,5A
AT3G23170.1,pink,5A
AT3G23280.1,pink,5A
AT3G23760.1,pink,5A
AT3G25770.1,pink,5A
AT3G26060.1,pink,5A
AT3G27210.1,pink,5A
AT3G29400.1,pink,5A
AT3G44020.1,pink,5A
AT3G44280.1,pink,5A
AT3G45620.1,pink,5A
AT3G47590.1,pink,5A
AT3G47810.3,pink,5A
AT3G47860.1,pink,5A
AT3G48170.1,pink,5A
AT3G49530.1,pink,5A
AT3G50900.1,pink,5A
AT3G51420.1,pink,5A
AT3G52180.1,pink,5A
AT3G52990.1,pink,5A
AT3G53950.1,pink,5A
AT3G53960.1,pink,5A
AT3G55450.1,pink,5A
AT3G56950.1,pink,5A
AT3G58680.1,pink,5A
AT3G60415.1,pink,5A
AT3G60750.1,pink,5A
AT3G60800.1,pink,5A
AT3G60810.1,pink,5A
AT3G61070.1,pink,5A
AT3G62410.1,pink,5A
AT3G62600.1,pink,5A
AT3G63160.1,pink,5A
AT3G63170.1,pink,5A
AT4G00163.1,pink,5A
AT4G00165.1,pink,5A
AT4G00270.1,pink,5A
AT4G00340.1,pink,5A
AT4G00910.1,pink,5A
AT4G02405.1,pink,5A
AT4G02520.1,pink,5A
AT4G05530.1,pink,5A
AT4G09020.1,pink,5A
AT4G12290.1,pink,5A
AT4G12320.1,pink,5A
AT4G13250.1,pink,5A
AT4G13360.1,pink,5A
AT4G13590.1,pink,5A
AT4G14070.1,pink,5A
AT4G14570.1,pink,5A
AT4G15490.1,pink,5A
AT4G16060.1,pink,5A
AT4G16146.1,pink,5A
AT4G17260.1,pink,5A
AT4G17280.1,pink,5A
AT4G18240.1,pink,5A
AT4G19390.1,pink,5A
AT4G20890.1,pink,5A
AT4G22770.1,pink,5A
AT4G24350.1,pink,5A
AT4G25270.1,pink,5A
AT4G26270.1,pink,5A
AT4G26990.1,pink,5A
AT4G27130.1,pink,5A
AT4G28320.1,pink,5A
AT4G29160.1,pink,5A
AT4G29210.1,pink,5A
AT4G30500.1,pink,5A
AT4G30630.1,pink,5A
AT4G31115.1,pink,5A
AT4G31400.1,pink,5A
AT4G32530.1,pink,5A
AT4G33480.1,pink,5A
AT4G33540.1,pink,5A
AT4G33700.1,pink,5A
AT4G33780.1,pink,5A
AT4G33985.1,pink,5A
AT4G34480.1,pink,5A
AT4G34950.1,pink,5A
AT4G35000.1,pink,5A
AT4G35230.1,pink,5A
AT4G35360.1,pink,5A
AT4G35980.1,pink,5A
AT4G36210.3,pink,5A
AT4G36970.1,pink,5A
AT4G38050.1,pink,5A
AT4G38460.1,pink,5A
AT4G39955.1,pink,5A
AT5G00980.1,pink,5A
AT5G02240.1,pink,5A
AT5G02250.1,pink,5A
AT5G03160.1,pink,5A
AT5G03720.2,pink,5A
AT5G04750.1,pink,5A
AT5G04885.1,pink,5A
AT5G08260.1,pink,5A
AT5G08275.1,pink,5A
AT5G08380.1,pink,5A
AT5G09565.1,pink,5A
AT5G10730.1,pink,5A
AT5G10745.1,pink,5A
AT5G10760.1,pink,5A
AT5G11060.1,pink,5A
AT5G11150.1,pink,5A
AT5G11330.1,pink,5A
AT5G12200.1,pink,5A
AT5G13730.1,pink,5A
AT5G14550.1,pink,5A
AT5G15640.1,pink,5A
AT5G17760.1,pink,5A
AT5G18900.1,pink,5A
AT5G19440.1,pink,5A
AT5G20630.1,pink,5A
AT5G20935.1,pink,5A
AT5G21020.2,pink,5A
AT5G21060.2,pink,5A
AT5G22740.1,pink,5A
AT5G23240.1,pink,5A
AT5G23440.1,pink,5A
AT5G23660.1,pink,5A
AT5G24060.2,pink,5A
AT5G24735.1,pink,5A
AT5G25360.1,pink,5A
AT5G25540.1,pink,5A
AT5G26570.1,pink,5A
AT5G27290.1,pink,5A
AT5G28220.1,pink,5A
AT5G29000.1,pink,5A
AT5G30495.2,pink,5A
AT5G33290.1,pink,5A
AT5G39210.1,pink,5A
AT5G39410.1,pink,5A
AT5G40760.1,pink,5A
AT5G41960.1,pink,5A
AT5G42050.1,pink,5A
AT5G42320.2,pink,5A
AT5G42360.1,pink,5A
AT5G42825.1,pink,5A
AT5G42850.1,pink,5A
AT5G42890.1,pink,5A
AT5G43780.1,pink,5A
AT5G43940.1,pink,5A
AT5G44730.2,pink,5A
AT5G47330.1,pink,5A
AT5G47420.1,pink,5A
AT5G48020.1,pink,5A
AT5G48250.1,pink,5A
AT5G48380.1,pink,5A
AT5G50160.1,pink,5A
AT5G51570.1,pink,5A
AT5G51970.1,pink,5A
AT5G52880.1,pink,5A
AT5G53350.1,pink,5A
AT5G54770.1,pink,5A
AT5G54860.1,pink,5A
AT5G54960.1,pink,5A
AT5G55170.1,pink,5A
AT5G55450.1,pink,5A
AT5G56610.1,pink,5A
AT5G56630.1,pink,5A
AT5G57110.2,pink,5A
AT5G57330.1,pink,5A
AT5G58260.2,pink,5A
AT5G58560.1,pink,5A
AT5G58800.2,pink,5A
AT5G58900.1,pink,5A
AT5G59000.1,pink,5A
AT5G60540.1,pink,5A
AT5G60550.1,pink,5A
AT5G60750.1,pink,5A
AT5G61380.1,pink,5A
AT5G61520.1,pink,5A
AT5G62200.1,pink,5A
AT5G62610.1,pink,5A
AT5G62900.1,pink,5A
AT5G63290.1,pink,5A
AT5G63780.1,pink,5A
AT5G64280.1,pink,5A
AT5G64880.1,pink,5A
AT5G65040.1,pink,5A
AT5G65310.1,pink,5A
AT5G65630.1,pink,5A
AT5G65670.1,pink,5A
AT5G66052.1,pink,5A
AT5G67290.1,pink,5A
AT5G67480.1,pink,5A
AT1G01090.1,red,6A
AT1G01430.1,red,6A
AT1G01620.1,red,6A
AT1G02150.1,red,6A
AT1G02280.1,red,6A
AT1G02640.1,red,6A
AT1G02860.1,red,6A
AT1G03130.1,red,6A
AT1G03140.1,red,6A
AT1G03600.1,red,6A
AT1G03610.1,red,6A
AT1G03870.1,red,6A
AT1G04280.1,red,6A
AT1G04360.1,red,6A
AT1G04440.1,red,6A
AT1G05207.1,red,6A
AT1G06040.1,red,6A
AT1G06040.2,red,6A
AT1G06045.1,red,6A
AT1G06050.1,red,6A
AT1G06510.1,red,6A
AT1G06573.1,red,6A
AT1G06680.1,red,6A
AT1G07320.1,red,6A
AT1G07803.1,red,6A
AT1G08380.1,red,6A
AT1G08390.1,red,6A
AT1G08560.1,red,6A
AT1G09130.1,red,6A
AT1G09390.1,red,6A
AT1G09513.1,red,6A
AT1G09543.1,red,6A
AT1G09750.1,red,6A
AT1G10000.1,red,6A
AT1G10150.1,red,6A
AT1G10155.1,red,6A
AT1G11080.1,red,6A
AT1G11592.2,red,6A
AT1G11680.1,red,6A
AT1G13190.1,red,6A
AT1G13245.1,red,6A
AT1G13700.1,red,6A
AT1G14030.1,red,6A
AT1G14280.1,red,6A
AT1G14290.1,red,6A
AT1G15175.2,red,6A
AT1G15480.1,red,6A
AT1G15740.1,red,6A
AT1G15820.1,red,6A
AT1G16445.1,red,6A
AT1G17200.1,red,6A
AT1G17340.1,red,6A
AT1G17700.1,red,6A
AT1G18330.1,red,6A
AT1G18500.1,red,6A
AT1G18620.1,red,6A
AT1G18720.1,red,6A
AT1G18740.1,red,6A
AT1G19600.1,red,6A
AT1G20330.1,red,6A
AT1G21450.1,red,6A
AT1G21500.1,red,6A
AT1G21640.1,red,6A
AT1G21920.1,red,6A
AT1G22640.1,red,6A
AT1G22690.1,red,6A
AT1G22710.1,red,6A
AT1G23030.1,red,6A
AT1G23390.1,red,6A
AT1G23480.4,red,6A
AT1G23860.1,red,6A
AT1G23870.1,red,6A
AT1G24340.1,red,6A
AT1G25520.1,red,6A
AT1G26920.1,red,6A
AT1G26945.1,red,6A
AT1G27100.1,red,6A
AT1G28440.1,red,6A
AT1G29430.1,red,6A
AT1G29435.1,red,6A
AT1G29450.2,red,6A
AT1G29460.1,red,6A
AT1G29500.1,red,6A
AT1G29510.1,red,6A
AT1G29910.1,red,6A
AT1G29920.1,red,6A
AT1G29930.1,red,6A
AT1G30230.1,red,6A
AT1G30330.1,red,6A
AT1G30380.1,red,6A
AT1G31040.1,red,6A
AT1G31330.1,red,6A
AT1G32170.1,red,6A
AT1G32928.1,red,6A
AT1G33050.4,red,6A
AT1G33240.1,red,6A
AT1G33250.1,red,6A
AT1G35430.1,red,6A
AT1G35580.2,red,6A
AT1G35670.1,red,6A
AT1G36320.1,red,6A
AT1G48240.1,red,6A
AT1G48840.1,red,6A
AT1G49310.1,red,6A
AT1G49320.1,red,6A
AT1G49500.2,red,6A
AT1G50900.1,red,6A
AT1G51400.1,red,6A
AT1G51402.1,red,6A
AT1G52230.1,red,6A
AT1G52240.1,red,6A
AT1G52340.1,red,6A
AT1G53345.1,red,6A
AT1G53580.1,red,6A
AT1G54740.1,red,6A
AT1G54780.1,red,6A
AT1G55300.1,red,6A
AT1G55670.1,red,6A
AT1G55673.1,red,6A
AT1G55805.1,red,6A
AT1G57980.1,red,6A
AT1G57990.1,red,6A
AT1G61520.1,red,6A
AT1G62510.1,red,6A
AT1G62515.1,red,6A
AT1G63050.1,red,6A
AT1G64720.1,red,6A
AT1G66100.1,red,6A
AT1G66150.1,red,6A
AT1G66160.1,red,6A
AT1G66760.2,red,6A
AT1G67740.1,red,6A
AT1G67900.3,red,6A
AT1G68020.2,red,6A
AT1G68190.1,red,6A
AT1G68650.1,red,6A
AT1G68840.1,red,6A
AT1G68840.2,red,6A
AT1G69160.1,red,6A
AT1G69490.1,red,6A
AT1G69570.1,red,6A
AT1G69780.1,red,6A
AT1G70290.1,red,6A
AT1G70300.1,red,6A
AT1G71030.1,red,6A
AT1G71970.1,red,6A
AT1G72820.1,red,6A
AT1G72880.1,red,6A
AT1G73480.1,red,6A
AT1G73540.1,red,6A
AT1G73790.1,red,6A
AT1G74670.1,red,6A
AT1G74730.1,red,6A
AT1G75180.3,red,6A
AT1G75220.1,red,6A
AT1G75690.1,red,6A
AT1G76090.1,red,6A
AT1G76100.1,red,6A
AT1G76240.1,red,6A
AT1G77060.1,red,6A
AT1G78140.1,red,6A
AT1G78240.1,red,6A
AT1G78300.1,red,6A
AT1G79040.1,red,6A
AT1G79700.3,red,6A
AT1G79790.1,red,6A
AT1G80440.1,red,6A
AT1G80560.1,red,6A
AT1G80760.1,red,6A
AT2G01570.1,red,6A
AT2G01600.1,red,6A
AT2G01820.1,red,6A
AT2G03760.1,red,6A
AT2G05070.1,red,6A
AT2G05100.1,red,6A
AT2G05100.2,red,6A
AT2G05310.1,red,6A
AT2G06520.1,red,6A
AT2G08420.1,red,6A
AT2G08665.1,red,6A
AT2G14045.1,red,6A
AT2G15080.1,red,6A
AT2G15290.1,red,6A
AT2G17550.1,red,6A
AT2G18290.1,red,6A
AT2G18300.2,red,6A
AT2G18700.1,red,6A
AT2G19340.1,red,6A
AT2G20180.2,red,6A
AT2G20670.1,red,6A
AT2G20680.1,red,6A
AT2G20725.1,red,6A
AT2G22990.6,red,6A
AT2G23150.1,red,6A
AT2G23290.1,red,6A
AT2G23755.1,red,6A
AT2G24550.1,red,6A
AT2G25060.1,red,6A
AT2G25080.1,red,6A
AT2G25180.1,red,6A
AT2G25880.1,red,6A
AT2G25900.1,red,6A
AT2G27770.1,red,6A
AT2G28120.1,red,6A
AT2G29300.1,red,6A
AT2G29650.3,red,6A
AT2G30570.1,red,6A
AT2G30590.1,red,6A
AT2G30615.1,red,6A
AT2G31110.2,red,6A
AT2G32090.1,red,6A
AT2G32100.1,red,6A
AT2G32150.1,red,6A
AT2G32180.1,red,6A
AT2G32650.1,red,6A
AT2G32880.1,red,6A
AT2G33450.1,red,6A
AT2G34010.1,red,6A
AT2G34060.1,red,6A
AT2G34420.1,red,6A
AT2G34430.1,red,6A
AT2G35470.1,red,6A
AT2G35780.1,red,6A
AT2G36050.1,red,6A
AT2G37170.1,red,6A
AT2G38270.1,red,6A
AT2G38480.1,red,6A
AT2G38640.1,red,6A
AT2G38820.2,red,6A
AT2G39010.1,red,6A
AT2G39010.2,red,6A
AT2G40300.1,red,6A
AT2G40490.1,red,6A
AT2G40610.1,red,6A
AT2G40880.1,red,6A
AT2G41870.1,red,6A
AT2G41950.1,red,6A
AT2G41990.1,red,6A
AT2G42030.1,red,6A
AT2G42220.1,red,6A
AT2G42490.1,red,6A
AT2G42580.1,red,6A
AT2G42620.1,red,6A
AT2G43250.1,red,6A
AT2G43330.1,red,6A
AT2G43560.1,red,6A
AT2G44040.1,red,6A
AT2G44130.1,red,6A
AT2G44230.1,red,6A
AT2G44650.1,red,6A
AT2G44920.2,red,6A
AT2G45180.1,red,6A
AT2G45190.1,red,6A
AT2G45960.1,red,6A
AT2G46220.1,red,6A
AT2G46290.1,red,6A
AT2G46330.1,red,6A
AT2G46330.2,red,6A
AT2G46780.1,red,6A
AT2G47180.1,red,6A
